,file,artist,title,lyrics
6311,TRAWUKH12903CD926E.h5,Arika Kane,Never Really Knew U,
6312,TRAAWUM128F426009A.h5,Billy Higgins_ Bob Berg_ Cedar Walton_ Tony Dumas,Estate,
6313,TRATWLW128F4283E6E.h5,Kostis Maraveyas,Love Alone,
6314,TRAKYNP128F427FB32.h5,Fuel,The Name Is...,
6315,TRAERMS128F427EC54.h5,Anat Ben David,Moon Boom,
6316,TRAQJNQ12903CBD304.h5,YZ,Love,
6317,TRARFAZ128F93481AD.h5,Korpiklaani,Isku Pitkästä Ilosta,"Raivo se raju rankoo, rankoo se maata,
vihavirrat vihmoo verta, vihmoopi verta
taivahankannet paukahtavat,
rajuilmat raiskaelevat.

Käyvät tähdet tanssimahan,
kelluu kivi vetten päällä,
kuuhun vallan kuumettuvi,
terhen alta vetten paisteleepi

Suuri pakkanen polttaa maailmaa.
Hyhmä hukkuva on osa minua.

Ennen uskoin: ""Ei se tule""
nytten näjen: ""Loppu tuli""
Suljen silmät, kaaun maahan,
luonto ottavi omansa.

Mustuu taivas, meri velloo,
soat syttyvät kaikkialla.
Nälkää parkuu kaikki kansat,
tautiin kuolee heikot heimot.

Kaiken tappaa taisteluki,
lopunajan lumovoima.
Eipä auta itku ennää!
Isku pitkästä ilosta!

Suuri pakkanen polttaa maailmaa.
Hyhmä hukkuva on osa minua.

Ennen uskoin: ""Ei se tule""
nytten näjen: ""Loppu tuli""
Suljen silmät, kaaun maahan,
luonto ottavi omansa.
Ennen uskoin: ""Ei se tule""
nytten näjen: ""Loppu tuli""
Tuoni tuiskii tapparalla,
musta kuolo päähän koppaa!"
6318,TRAJDGB128F42882AC.h5,OutKast,Call Of Da Wild,"Dre]
I'll be comin' around the ghetto when I come kickin one for the treble
Y'all can't stoop to my level, I'm like the devil or whatever
I'm pickin' up and throwin' 'em down like dishes
Call me Kenny Anderson 'cause I slam those Southern bitches
I ain't braggin, folks draggin me up and down the road
To be fucked up when I gets into my clownin mode
Then go to clown up on they ass like Bozo
Oh no, then dance on top of they asses like I was Jo Jo Dancer
Come Comet, come Dasher, come Prancer
Come niggaz with machine guns, I think that is the answer
But the question 'Should we take that bullshit from them people?'
I'm makin' 300 on my SAT and I am equal
Ain't no sequel, no saga, no way out, I'm nervous
I've had it up to fo'head of niggaz tryin' to serve us
To graduate is really becomin a very stressful journey
I feel like a steering wheel, for them is tryin' to turn me
Into a hate monger, and I'm wishin and I wonder
Damn, will I graduate before I hit the summer
I think not, Officer Friendly tryin' to dig up in me
He said I'm half assed and got no future
And so he sent me up the creek and shit
Strokin like hell without no paddle
But niggaz is gettin' smart, we back on the saddle
No longer, y'all know y'all had us down for some years
It's the call of da wild nigga, uh, there it is

Chorus: Cee-Lo

I hear voices in my head and they keep callin me (repeat 4X)

(T-Mo)
As I step, the stage is empty
No words as I serve with my Southern dialect, so I get respect
Don't call me T, it's a T thang with a G swang
Let my nuts hang down to the flo' main
Smokin' that dang dang, makin' mics swang
In my 2-8-0 Z, nobody can see me
Cruisin down the block, just like I was a squirrel
In a world full of nuts, damn
I'd probably be mad even if I called him Uncle Sam
So bring dough to the Goodie Mo-B
T-Mo, Khujo, Cee-Lo, J and my homie rather be
Don't flex on next, I break necks too
Rollin' with Outkast, PA, Goodie Mob for the 94
Ha-ha-ha
Yeah, you know what I'm sayin'?

(Big Boi)
Yeah, I'm steady buckin muthafuckas
Not duckin 'em like the goose, I'm heavily strapped, yeah niggaz
Squeezin rhymes like that noose around your neck
You can't hang with this, see ain't no thangs to this
I show no pity so take off because I'm dangerous
I breaks 'em off like I was Beat Street, see I be breakin
Speakin' of breakin, break on how to get your life taken, boy
Fuckin' around with me will get your cabbage cut, your wig split
Simply means I'm bringin' the funk with the hollow tips
Playa shit is how I'm kickin it
Comin' around the ghetto, victims soft as a tack on a jackass
So fuck it or flip it, I'll still be a playa
Puffy afro with nigga naps off in my hair
Shit, that's quickly how I run my shit and that's how it be
That nigga B-I-G B-O-I, that be me, ye
See I'm a playa, got my struggle on
Thinkin' about the volume and thickness of my bankroll
You see that cash is in my shit like colon cancer
Even though I never smoke that shit like... yeah
I give a call of da wild to my niggaz around the projects
So don't flex or get served with a pop neck shit
OG, original gangsta, not quite
But maybe when I'm locked up, liftin weights, gettin' swole right
Life's a bitch with a G-string 'cause these off in your ass with it hey
So you can see who can really hang
But y'all don't wanna do nothin', y'all can go to hell
Ain't no playas in office 'cause I'm locked off in a cell
So can you feel me, nigga

(Khujo)
Khujo, comin' in dope, bring it
I got more problems than the average Joe
So don't come 'round me with your flim flam, hot damn
It's a jack, top of the burbs, and my notebook is a bird
K's madness into cappin
Throwin' to do more load, so my fire lookin' through the want ads
And only red hot, desire in your pot with somethin' wicked
But you can't feel it, stickin out your monkey ass
I could let shit rot in the past, now it's time to blast they ass
Shhh... Mr. Knighton take off your hat
Can't even my wear my locs in
Demon eye scopin, oh my, peripheral vision got it
Made you go on your hoe's bar
Decisions, decisions to make, oops, here comes the Goodie Mo crew
And they just might want to battle you
Out with the quickness
The price of livin' is beginning to be a risky business
Unkay, Parkay.
How do you like the taste of hot butter meltin through your biscuits?
This is your brain on drugs, this is your brain...
Don't cut niggaz I hang with before there were apartments
In Chapel Forest, it's gettin' horrid
The huntin child is on the prowl, yah!
I let out a call to da wild
I let out a call to da wild"
6319,TRADXAF128F14A9EB3.h5,Hubert Kah,Raketen,
6320,TRAAHER128F92E3FE9.h5,Schizoid,Grim Prospects (Gross Prospects - Bad Trip Remix),
6321,TRAUAQR128F9349BE2.h5,Passion,Jesus_ Lover Of My Soul (Bonus Stereo Trax),
6322,TRAHRMY128F427D064.h5,Roni Size,Encore,
6323,TRAIMKP12903CF8A22.h5,Claw Hammer,Brother Brick Says,
6324,TRAFDJI128F427274E.h5,Peppermint Creeps,Bastard,
6325,TRAVZQD12903CAD658.h5,Percy Faith,Do Re Mi,
6326,TRAXBVE128F932BD11.h5,Dead To Me,What's Wrong,"Well, for once I'd like to wake without feeling guilty
For once I'd like to watch like I don't care
Patriots with crosses to bear, all the excess and media fear
Superficial superlies, CFC's and patricide

I don't wanna sound afraid
Don't wanna keep you awake
I don't wanna let you down
I think I just need a little time

To blow, like a big fucking volcano
Spewing knives and venom and poisonous two headed toads
With words uglier than your face and the lies that you're telling me
An implacable foe to break up the hold that you got on me

I don't wanna sound afraid
Don't wanna keep you awake
I don't wanna let you down"
6327,TRAXEBW128F4292391.h5,Mr. De',Mr. De's Theme,
6328,TRADKLT128F9304E1D.h5,The Antlers,Stairs To the Attic,"I decided on that evening that I was through with sitting still
I stood up and started moving with a childlike fascination
For those doors that don't have locks and the stairways that were blocked
So I dug through the obstruction, put my fist around the railing

And each step was far apart and far away from steps before it
And the air was getting thinner 'til I couldn't breathe at all
And if I happened to look behind me there were miles and miles of stairs
Enough so I couldn't see the doorway but I knew that it was there

And on the last step I was dizzy 'cause there were stairs in all directions
But I found another door and through the door there was the attic
Without old clothes, without a ceiling, everything had opened wide
Into the jaws of something bigger and suddenly I saw that I was

Upstairs and outside and
Freezing on the roof
Finally it had found me
The answer, the feeling and the truth

That I'm small
That I'm small
That I'm small
I'm smaller than the smallest fireball"
6329,TRAQQOG128F934B0A1.h5,Lizzy Borden,Zanzibar,"The streets are paved with savage dust
They torture love come cum they must
Feel the night with the smell of lust
Intoxicates the air
Feel your flesh it makes me whole
It makes me cold your love I stole
The one you hold you'll never know
She sold her soul beware
There all out there now, I'll take you there
There out on the move, ga, ga, god knows where
The dirty girls all bent on pleasure
Extort the greedy sex offenders
Creature comforts never end her
Lust for life for love
The sinful ways of wickedness
Alluring power of decadence
Never lonely loneliness
The affair is never fair
The lights glow far from star to star
In Zanzibar
The calling card, your love is hard in Zanzibar
One look one touch, a touch too much in Zanzibar
The fantasy seems real to me in Zanzibar"
6330,TRAIFSM128F42722F1.h5,Everyday Sunday,Wake Up! Wake Up! (Wake Up! Wake Up! Album Version),"Feels like I'm going through the motions in the dark
In a world that leaves me with an uninspired heart

All I know, is I'm so tired
Living life a barely feel
Give me hope, give me fire
Gimme something real

'Cause I don't wanna keep sleep-walking through
Endless days, I've had enough of
Going nowhere, God I want to
Wake up! wake up!
Wake up!

It's now or never come and pull me from this dream
Where everything is colorless and nothing is what it seems

I believe, only you can make me come alive
Help me be so consumed, open up my eyes

'Cause I don't wanna keep sleep-walking through
Endless days, I've had enough of
Going nowhere, God I want to
Wake up! wake up!
Wake up!


Half Asleep
I'm so bored
Counting sheep

'Cause I don't wanna keep sleep-walking through
Endless days, I've had enough of
Going nowhere, God I want to
Wake up! wake up!
Wake up!
'Cause I don't wanna keep sleep-walking through
Endless days, I've had enough of
Going nowhere, God I want to
Wake up! wake up!
Wake up!

Half asleep
I'm so bored
Counting sheep
Wake up!

Half asleep
I'm so bored
Counting sheep"
6331,TRAMWHA128F92E7FDB.h5,André Verchuren,Maria Morena,
6332,TRACNYM12903CDF543.h5,Helen Love,Bubblegum,"Monday morning, up at eight,
The bus comes early from the bottom estate,
The weekend was blue, and so are you,
Sad boy

Front seat, top deck, look at the view,
Wish you were 14 and going to school,
Can't forget what your girlfriend said to you
Last night - she said

You should put an advert in the music press,
'Sensitive boy needs a girl in a flowery dress',
You're like bubblegum on my shoe,
Need a stick to get rid of you,
You're like bubblegum on my shoe,
Can't get it off, can't get off on you

Bubble, bubble, bubble, bubble,
Bubble, bubble, bubblegum,
Bubble, bubble, bubble, bubble,
Bubble, bubble, bubblegum,
Bubble, bubble, bubble, bubble,
Bubble, bubble, bubblegum

Bus pulls up in the middle of town,
But you don't go to work, you just hang around,
Take a degree in self-pity,
Sad boy

Sit in a cafe, buy a cup of tea,
Put the change in the bandit, lose 50p,
Going round in your head are the things that she said,
So hurtfully - she said

You should put an advert in the music press,
'Sensitive boy needs a girl in a flowery dress',
You're like bubblegum on my shoe,
Need a stick to get rid of you,
You're like bubblegum on my shoe,
Can't get it off, can't get off on you

Bubble, bubble, bubble, bubble,
Bubble, bubble, bubblegum,
Bubble, bubble, bubble, bubble,
Bubble, bubble, bubblegum,
Bubble, bubble, bubble, bubble,
Bubble, bubble, bubblegum

You're like bubblegum, bubblegum
You're like bubblegum, bubblegum, she said
Bubblegum, bubblegum, she said
Bubblegum, bubblegum"
6333,TRAPDOI128F9327982.h5,Antimatter,Expire,"(Patterson)

Innocence and irony,
A a dark shade of fantasy as the serpent slips right into me
Living out your fallacy,
I'm just another casualty of casual insanity.

Summers white cause the sun has gone,
But it won't be long till tomorrow comes and you're on the run with what you've taken.
Knowing what I should have known, I'm staring at the telephone,
And I think our god has been and gone, but I'm still waiting.

I've a solution. a final solution"
6334,TRAZRAR128F1477778.h5,The Four Pennies,Juliet,"There was a love, I knew before
She broke my heart, left me unsure
Juliet, don't forget
The promise you made, I need never be afraid
Things you do, reminiscent of you
Juliet, when we, when we met
You gave me, sweet memories
Things you do reminiscent of you
There was a love I knew before
She broke my heart, left me unsure
Juliet, don't you, oh don't you let
My love go astray, in this way
Julie, Julie, Julie, oh Julie
Oh my Juliet, Julie oh Julie
Oh my Juliet... fades..."
6335,TRAWUUX128F426731A.h5,Africando,Lindas Africanas,
6336,TRARNZV128F930CDFB.h5,Alvin Youngblood Hart,Screamin' & Hollerin' The Blues,
6337,TRAIIBP128F4252D20.h5,Orchestra e Coro del Palacio de Bellas Artes Di Cittá del Messico_ Oliviero De Fabritiis_ Maria Call,Atto Quarto: 'La Fatal Pietra Sovra Me Si Chiuse...' (Radames) (Verdi),
6338,TRAZQCL128F428973A.h5,A Static Lullaby,The Everlasting Gaze (A Static Lullaby),"You know I'm not dead
You know I'm, you know I'm not dead
You know I'm not dead
Now you know
Where I've been
As you sleep
Torn I am
Weighted down
Patiently
Worn as hope

You know I'm, you know I'm not dead
I'm just living in my head
Forever waiting
On the ways of your desire
You always find a way
And through it all
Into us all you move
Forgotten touch
Forbidden thought
We can never have enough

You know I'm not dead
You know I'm, you know I'm not dead
You know I'm not dead
Far below
The creatures scream
Stranglehold
A god machine
Begging to
Tear us out
Born of love

You know I'm, you know I'm not dead
I'm just the tears inside your head
Forever waiting
On the ways of your desire
You always find a way
And through it all
Into us all you move
Forgotten touch
Forbidden thought
We can never have enough
You know I'm not dead

We all want to hold in the everlasting gaze
Enchanted in the rapture of his sentimental sway
But underneath the wheels lie the skulls of every COG
The fickle fascination of an everlasting god
You know I'm not dead
I'm just living in my head
Forever waiting
Forever waiting on cruel death
You know I'm not dead
I'm just living for myself
Forever waiting
You know I'm not dead
You know I'm not dead
You know I'm not dead
You know I'm not dead"
6339,TRABJFO128F933DD61.h5,Gregory Isaacs,Lady Of Your Calibre,
6340,TRAAAMO128F1481E7F.h5,Jeff And Sheri Easter,The Moon And I (Ordinary Day Album Version),
6341,TRADODV128F4283EB6.h5,Mobb Deep,Got It Twisted,"M.O.B.B. nigga yeah ahuh
Ugh yeah c'mon now yeah yo yo

Ain't no party once we crash the party
Imma squeeze shorty then vacate the party
You keep grillin I'll pump pump the shotty
Put you in the trunk then dump dump the body
Nigga you don't know you betta ask somebody
Y'all get down we gonna clash prob'ly
Builty snowflake out of the ampacomby
I'm tryin' to rip britney so I made ja sign me
Nigga catch me in tha club with a double lead banger
I'm the wrong one to fuck with
Now I know the promoters I'm in with the musket
Pound of the haze and a box of dutches
High to the cotton mouth
Paranoid make the wrong move bitch and your ass is out
Like M.O.P. nigga I'll mash you out
If I can't get your head swing by your house (motherfucker)

Y'all niggas got it twisted huh?
That liquor up in your U-Charge (U-Charge)
That truth come out when you drunk
Your ass wont make it to see tomorrow
Y'all niggas got it twisted huh?
That liquor up in your U-Charge (U-Charge)
That truth come out when you drunk
Your ass wont make it to see tomorrow

We step up in the club with one thing
On our mind that's leave with something
Get rid of that ring get rid of those cuffs
We about to... gurl
We about to... gurl
We about to... gurl (gurl)
We about to... gurl
We about to... gurl (gurl)

Yo party over here ain't shit over there
The Mobb Deep boys got it locked right here
Wherever we at we keep the cliqs right there
So where ever there's beef is gettin' fixed right there
And they can't stop us they too scared
They know a calibur thug shoot at heads nigga
Q.B. drop you off at that bridge (bye bye)
Show you how we do it in Queens
Murder ain't shit nigga
This is P talking show you where I live
You come right through my crib (c'mon) and get a few seers
There'll be man slaughter right infront of my kids
A little blood get on my daughter, that's nothing she'll live (just whipe that off)
Got cops shoot to death of us
We don't like D's
You never catch us runnin' with the police (nope)
Y'all niggas get y'all vests up
And y'all better invest in some real heavy bulletproof paneling

Y'all niggas got it twisted huh?
That liquor up in your U-Charge (U-Charge)
That turth come out when you drunk
Your ass wont make it to see tomorrow
Y'all niggas got it twisted huh?
That liquor up in your U-Charge (U-Charge)
That truth come out when you drunk
Your ass wont make it to see tomorrow

We step up in the club with one thing
On our mind that's leave with something
Get rid of that ring get rid of those cuffs
We about to... gurl
We about to... gurl (gurl)
We about to... gurl
We about to... gurl (gurl)"
6342,TRABFXR128F9350B92.h5,Jay Tee & Baby Bash,All Over Me,
6343,TRATWUQ12903CBB990.h5,Israel & Moises,El Amor De Mi Vida,
6344,TRAIWNK128F429245D.h5,Sigmatropic,The Blue Side of The Sun,
6345,TRAKWXS128F930F798.h5,Lollipop Lust Kill,No Answer (Outro),"Though I heard you say you love me
It pains me to say this
But I have a Question
Would You love me, if you could see me?
Would you love me, if you could hear me?
Would you love me, if I wasn't there?
Why do you love me?
Why do you love me?
Why do you love me?
Why do you..?
Why do?
WHY!?
Why do you love me...?"
6346,TRAHOSZ12903CA58F1.h5,Katie Armiger,Love Without Fear,"Love Without Fear

I see myself in your eyes
And suddenly there's nothing left for me to hide
I used to be so scared of this
And now you've gone and changed it all with just a kiss

I held back
But you held on
Now we have everything we'll ever want

A love without fences
A love without walls
A love where we're taking
And giving it all
A love without limits
Where we can be free
To follow our hearts
Wherever they lead

Baby that's why were here
To love without fear

I lose myself in your touch
And finally I find that I am strong enough
To listen to this voice within
Telling me to throw all caution to the wind

My heart beats like thunder
And I am not afraid
'Cause baby you showed me the way

A love without fences
A love without walls
A love where we're taking
And giving it all
A love without limits
Where we can be free
To follow our hearts
Wherever they lead

Baby that's why were here
To love without fear"
6347,TRAPYID12903D09B0E.h5,Malina,Druzya,
6348,TRAANTZ128E0792529.h5,Nine Inch Nails,The Frail,"<span style=""padding:1em""><img alt=""TrebleClef"" class=""lzy lzyPlcHld"" data-image-key=""TrebleClef.png"" data-image-name=""TrebleClef.png"" data-src=""https://vignette.wikia.nocookie.net/lyricwiki/images/1/1e/TrebleClef.png/revision/latest/scale-to-width-down/30?cb=20090423154754"" height=""68"" onload=""if(typeof ImgLzy==='object'){ImgLzy.load(this)}"" src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" width=""30""/><noscript><img alt=""TrebleClef"" class="""" data-image-key=""TrebleClef.png"" data-image-name=""TrebleClef.png"" height=""68"" src=""https://vignette.wikia.nocookie.net/lyricwiki/images/1/1e/TrebleClef.png/revision/latest/scale-to-width-down/30?cb=20090423154754"" width=""30""/></noscript></span> Instrumental"
6349,TRAFKRE128F932002B.h5,All Time Low,Umbrella,"You had my heart and we'll never be worlds apart
Maybe in magazines, but you'll still be my star
Baby cause in the dark, you can see shiny cars
That's when you need me there
With you I'll always share, because

When the sun shines, we'll shine together
Told you I'll be here forever
Said I'll always be your friend
Took an oath, I'mma stick it out 'till the end
Now that it's raining more than ever
Told you we'll still have each other
You can stand under my umbrella
You can stand under my umbrella

Under my umbrella
Under my umbrella
Under my umbrella

These fancy things will never come in between
You are my entity, here for infinity
When the war has took it's part
When the world has dealt it's cards
If the hand is hard
Together we'll mend your heart, because 

When the sun shines, we'll shine together
Told you I'll be here forever
Said I'll always be your friend
Took an oath, I'mma stick it out 'till the end
Now that it's raining more than ever
Told you we'll still have each other
You can stand under my umbrella
You can stand under my umbrella

Under my umbrella
Under my umbrella
Under my umbrella

You can run into my arms
That's okay, don't be alarmed
Come into me (There's no distance in between our love)
Gonna let the rain pour
I'll be all you need and more, because

When the sun shines, we'll shine together
Told you I'll be here forever
Said I'll always be your friend
Took an oath, I'mma stick it out 'till the end
Now that it's raining more than ever
Told you we'll still have each other
You can stand under my umbrella
You can stand under my umbrella

Under my umbrella
Under my umbrella
Under my umbrella

It's raining
Oh baby, it's raining
Baby, come into me
Come into me
It's raining
Oh baby, it's raining
Oh baby, come into me
Come into me"
6350,TRAYEGN128F9361233.h5,Joe Bonamassa,When She Dances,"The world is cold tonight
But everything will be alright
She walks into the room
Stars to know her light

When she dances
I see where my only chance is
I feel my whole life start, babe
When she loves me
You know she really loves me
She takes it to the heart

The club is closing down
But will we still hang around
To hear another tune
And feel this love we found

When she dances
I see where my only chance is
I feel my whole life start, babe
When she loves me
You know she really loves me
She takes it to the heart

The night's so fine
The rose is mine

She's dancing just for me
I see with every move she makes
How good it's gonna be

When she dances
I see where my only chance is
I feel my whole life start, babe
When she loves me
You know she really loves me
She takes it to the heart
She takes it to the heart"
6351,TRAJRZL128F42699D5.h5,The Perrys,He's Leading The Way,
6352,TRAQUJP128F146082C.h5,UFO,Out In The Street,"Lady love to hang on
Played it like a real intellectual
Sweet sister you're still shaking
And your tragedy is never ending
Silver shoes you're wearing
Every window there you've ever stared in

Over my head
Over my head

Sidewalks of the city
Every theater there you've ever played
Your comic book impersonations
Louise Fazenda and Buster Keaton
Over my head, so it's all

Out in the street for just one more matinee
Yes, your vaudeville carries on
So put a smile in front your man can see
Yes, your vaudeville carries on

Out in the street for just one more matinee
Yes, your vaudeville carries on
So put a smile in front your man can see
Yes, your vaudeville carries on

Lady love to hang on
Played it like a real intellectual
Sweet sister your still shaking
And your tragedy is never ending
Silver shoes you're wearing
Every window there you've ever stared in

Over my head
Over my head"
6353,TRABYVN128F429E5CF.h5,Aesop Rock,Flashflood,"'We'll have more news after this commercial word'

(So it goes...)

'At least I think I was here asleep...
Is it possible, conceivable that I sleepwalked out of my
Apartment
And went berserk?'

(Aesop Rock)
In slipped rhythm
Fed a cycle bound by dilemma-debting vendetta
Escaped briefly back to my apartment
I parked in front the fan
And reminisce about the day I ran a mile with your heart in my
Hand
'Tesants get the New York home game
With real life shoot-em-up action
Thug, vagrant, yuppie, and art
Free game piece all included
I told this cat the earth was flat
He walked till his beard grew long enough to strangle himself
For being stupid
Brick-a-brak novelty
Spliced with that sixth pack odyssey
Godspeed Tequila worm future, be concerned
My feelings spread across the land reporting avalanche sightings
While my introverted side is flying cadavers on kite strings
I'ma never give, I'm juiced off ejection
I'm stubborn as a thousand born-against avoiding questions
From the alpha to the zed
I bake the date up for my pledge
To 'bay the traitor in the twice-forgotten favors that he bled
Not a creature stirred, it reeks of subway metal
Bevel-edge journalist chin on fish shenanigans
Recording mayhem with bonuses, benefits and break room
Mummified mannequins with future cleanse adamant
And skeleton in cabinet
This amalgam circus, got a ring of fire
Just big enough to shove my purpose in a circle
I'm known to dip dusk in a broken city curfew
Release the hounds and see which one can tractor trail and serve you (SUCKA!)
I lay the law down upon its belly
With my foot dug in between the third and fourth disk
Yelling 'Break yo'self!'

I'm the actualized data commission
Past penny tip jar donation arrangement
Rather far-fetched from stability
Took a heart pledge early on
Bled onto the drum doser
Plow in the metronome, home
Lone caddy corner to cock-eyed sound booster
Sensationally seismograph stabbin away on stone tablets
To sketch up out your future
I drifted out the main spelunking unit with watered down sand
But have canceled developed, courtesy America
Land of the free base
Home of the triplicate grill character
My sorta sideways tilt called pinball blinker
It citizens wander through ex-warrants steady bleed
With dilapadated winter jacket
I rock a crooked lid piece
A sweat a bit to make my Wookie ends meet
Pacifist willing to step into a friend's beef if needed
Wing clipper, I hierarch compassionate
Where they whine on some 'Daddy's gonna kill Ralphy' shit
Sucked the proverbial silver spoon to the parents quit
Apparently
Parasol spinnin casually like 'I'm an artist, please don't laugh
At me'
Ok, time to buckle the fuck down
Side of the wobbly system back to original form, pumpkin
You can catch the memoir in several dimensions
The joy of life logic, don't employ the spite process
Hence, your plight botches

'I don't know what got into me
I didn't mean to cause all that destruction
I'm sorry... so sorry'

This be the big
F-L-A-S-H-F-L-O-O-D, Flashflood

'Possible' 'Conceivable'
'Possible' 'Conceivable'
'Possible' 'Conceivable'
'Possible' 'Conceivable'
'Possible' 'Conceivable'
'Possible' 'Conceivable'

'That I sleepwalked out of my apartment and went berserk?'"
6354,TRAGLKL12903CEDE95.h5,Delroy Wilson,Rain from the Skies Mix 2,
6355,TRAZIAS128F4260D74.h5,Harald Kloser,Jane's Theme,
6356,TRABLMN128E0792687.h5,Weezer,Don't Let Go,"Unfortunately, we are not licensed to display the full lyrics for this song at the moment. Hopefully we will be able to in the future. Until then... how about a random page?"
6357,TRAWDRR128F4285F57.h5,Kenny G Featuring Brian McKnight,Careless Whisper,
6358,TRACGAM128F92FBA44.h5,Pardesi,Shuncata Penda,
6359,TRAHOLR12903CD4869.h5,George Lopez,Kids In the Store,
6360,TRASLGT12903CDFC6C.h5,Sundial Aeon,love shelter,
6361,TRACDLK12903CE71B7.h5,Furry Lewis,Good Looking Girl Blues,"Don't you wish your good girl was long and tall like mine?
Don't you wish your good girl was long and tall like mine?
Lord, she ain't good lookin' but I 'clare she takes her time

Said my good girl says she didn't want me no more
Lord my good girl says she didn't want me no more
But she's on my Daniel, Lord, everywhere I go

Lord the train I ride is sixteen coaches long
Train I ride is sixteen coaches long
And she don't haul nothin' but chocolate to the bone

I'm worried now, I been worried all day long
I'm worried now, I been worried all day long
Babe, I'm gonna be worried until the day I'm gone

Lord, it's some say yellow but gimme my black and brown
Lord, some say yellow but gimme my black and brown
When your high brown quit you, your black will run you down

I wanna see, wanna see the girl I'm so crazy 'bout
I wanna see, wanna see the girl I'm so crazy 'bout
I'll be so glad, I sure can't help but shout"
6362,TRAMCLN128F9302E27.h5,FFH,Why Do I,"I find myself alone again
Staring at the stars You made
You threw them into place and then
Said it all was great

That You would shoose to make me just amazes me
But You have told me follow and believe, so...

Why do I, why do I, why do I ever wonder why
Why You love me
Why do I, why do I, why do I ever wonder why
With all the ways You've shown me
Just how small I am and how tall You are
And where I was before, and I say
Why do I, why do I, why do I ever wonder why

I find myself awake again
Thinkin' bout eternity
How I am just a grain of sand and that
You have a plan for me

That You would chose to love me just amazes me
But You have told me ""hold on and believe"", so..."
6363,TRACYOR128F427FB1D.h5,Los Abuelos De La Nada,Lunes Por La Madrugada,"Lunes por la madrugada
yo cierro los ojos y veo tu cara
que sonríe cómplice de amor
días en la carretera
yo siento aquí dentro
la emoción de haber
dejado lo mejor
yo no se si en verano éste amor
aquí no hay luces de escena
y algo en mi no se serena, no
yo ya no comprendo nada
tantas caras dibujadas
como manchas en una pared
noches de melancolía
pateando en una ciudad vacía
en la oscuridad te busco a vos
quizás hoy si te pueda encontrar
mas allá de toda pena
siento que la vida es buena hoy
yo se que no es en vano este amor
mas allá de toda pena
siento que la vida es buena hoy."
6364,TRATXBC128EF34B540.h5,Lionel Rogg,Concerto in C major_ BWV 594 (after Vivaldi Op.7 No.5) (2007 Digital Remaster): I. 1st Movement,
6365,TRASJND128F423587C.h5,Kim Wilson,Got To Let You Go,
6366,TRAJLJY12903CAF344.h5,Paul Glazby,Beautiful,
6367,TRAPEHR128E0786D5A.h5,Zeromancer,Send Me An Angel,"Do you believe in heaven above?
Do you believe in love?
Don't tell a lie, don't be false or untrue
It all comes back to you

Open fire on my burning heart
I've never been lucky in love
My defenses are down, a kiss or a frown
I can't survive on my own

If a girl walks in and carves her name in my heart
I'll turn and run away
Everyday, we've all been led astray
It's hard to be lucky in love

It gets in your eyes, it's making you cry
Don't know what to do (Don't know what to do)
You're looking for love, calling heaven above

Send me an angel
Send me an angel
Right now
Right now
Send me an angel
Send me an angel
Right now
Right now

Empty dreams can only disappoint
In a room behind your smile
But don't give up
Don't give up
You can be lucky in love

It gets in your eyes, it's making you cry
Don't know what to do (Don't know what to do)
You're looking for love, calling heaven above

Send me an angel
Send me an angel
Right now
Right now
Send me an angel
Send me an angel
Right now
Right now

Send me an angel
Send me an angel
Right now
Right now
Send me an angel
Send me an angel
Right now
Right now

Send me an angel
Send me an angel
Right now
Right now
Send me an angel
Send me an angel
Right now
Right now"
6368,TRAFFDW12903CE53B6.h5,Chris Standring,Say What!?!,
6369,TRATHFM128F148ADD4.h5,Eastmountainsouth,Hard Times,"Let us pause in life's pleasures and count its many tears
While we all sup sorrow with the poor
There's a song that will linger forever in our ears
Oh, hard times come again no more

'Tis a song' a sigh of the weary
Hard times' hard times come again no more
Many days you have lingered around my cabin door
Oh' hard times come again no more

While we seek mirth and beauty
And music light and gay
There are frail ones fainting at the door
Though their voices are silent
Their pleading looks will say
Oh, hard times come again no more

'Tis a song' a sigh of the weary
Hard times... hard times come again no more
Many days you have lingered around my cabin door
Oh, hard times come again no more

'Tis a sigh that is wafted across the troubled wave
'Tis a wail that is heard upon the shore
'Tis a dirge that is murmured around the lowly grave
Oh, hard times come again no more

'Tis a song'a sigh of the weary
Hard times' hard times come again no more
Many days you have lingered around my cabin door
Oh, hard times come again no more
Oh, hard times come again no more"
6370,TRASWSO12903CBE857.h5,Head Horny's,Pray (Instrumental Version),
6371,TRAYKHZ128F145289F.h5,The Mars Volta,Caviglia,
